Name,State,Distance to the Capital (Km),Total Population,Total Area,Density,HDI,URL
Coqueiral,,,,,,,https://pt.wikipedia.org/wiki/Coqueiral
Campos Altos,,264,14213 hab.,"719,121km²","19,8hab./km²","0,786",https://pt.wikipedia.org/wiki/Campos_Altos
