Name,State,Distance to the Capital (Km),Total Population,Total Area,Density,HDI,URL
Restinga,São Paulo,415,6404 hab.,"245,599km²","26,1hab./km²","0,757",https://pt.wikipedia.org/wiki/Restinga_(S%C3%A3o_Paulo)
Registro,São Paulo,189,56322 hab.,"722,411km²",78hab./km²,"0,754",https://pt.wikipedia.org/wiki/Registro_(S%C3%A3o_Paulo)
Rancharia,São Paulo,520,29305 hab.,"1587,498km²","18,5hab./km²","0,751",https://pt.wikipedia.org/wiki/Rancharia
Rafard,São Paulo,142,9004 hab.,"132,471km²",68hab./km²,"0,745",https://pt.wikipedia.org/wiki/Rafard
Quintana,São Paulo,495,7038 hab.,"318,937km²","22,1hab./km²","0,732",https://pt.wikipedia.org/wiki/Quintana
Queluz,São Paulo,220,9159 hab.,"249,399km²","36,7hab./km²","0,722",https://pt.wikipedia.org/wiki/Queluz_(S%C3%A3o_Paulo)
Queiroz,São Paulo,543,2808 hab.,"235,496km²","11,9hab./km²","0,73",https://pt.wikipedia.org/wiki/Queiroz
Regente Feijó,São Paulo,547,"22,00 hab.","265,087km²","0,1hab./km²","0,797",https://pt.wikipedia.org/wiki/Regente_Feij%C3%B3_(S%C3%A3o_Paulo)
Reginópolis,São Paulo,325,9042 hab.,"409,914km²","22,1hab./km²","0,763",https://pt.wikipedia.org/wiki/Regin%C3%B3polis
Redenção da Serra,São Paulo,165,"4,494 hab.","309,441km²",0hab./km²,"0,736",https://pt.wikipedia.org/wiki/Reden%C3%A7%C3%A3o_da_Serra
Quatá,São Paulo,498,12828 hab.,"652,744km²","19,7hab./km²","0,792",https://pt.wikipedia.org/wiki/Quat%C3%A1
Quadra,São Paulo,161,"3,854 hab.","205,033km²",0hab./km²,"0,755",https://pt.wikipedia.org/wiki/Quadra_(S%C3%A3o_Paulo)
Promissão,São Paulo,451,41211 hab.,"781,5km²","52,7hab./km²","0,817",https://pt.wikipedia.org/wiki/Promiss%C3%A3o
Presidente Venceslau,São Paulo,565,"39,583 hab.","755,010km²","0,1hab./km²","0,818",https://pt.wikipedia.org/wiki/Presidente_Venceslau
Presidente Epitácio,São Paulo,647,44200 hab.,"1281,779km²","34,5hab./km²","0,750",https://pt.wikipedia.org/wiki/Presidente_Epit%C3%A1cio
Presidente Bernardes,São Paulo,578,13494 hab.,"749,234km²",18hab./km²,"0,79",https://pt.wikipedia.org/wiki/Presidente_Bernardes_(S%C3%A3o_Paulo)
Presidente Alves,São Paulo,382,4167 hab.,"288,570km²","14,4hab./km²","0,763",https://pt.wikipedia.org/wiki/Presidente_Alves
Presidente Prudente,São Paulo,558,234083 hab.,"562,794km²","415,9hab./km²","0,806",https://pt.wikipedia.org/wiki/Presidente_Prudente
Pratânia,São Paulo,272,4599 hab.,"179,817km²","25,6hab./km²","0,745",https://pt.wikipedia.org/wiki/Prat%C3%A2nia
Praia Grande,São Paulo,72,365577 hab.,"149,652km²","2442,8hab./km²","0,754",https://pt.wikipedia.org/wiki/Praia_Grande_(S%C3%A3o_Paulo)
Pradópolis,São Paulo,318,17078 hab.,"167,202km²","102,1hab./km²","0,733",https://pt.wikipedia.org/wiki/Prad%C3%B3polis
Pracinha,São Paulo,500,3659 hab.,"63,047km²",58hab./km²,"0,744",https://pt.wikipedia.org/wiki/Pracinha_(S%C3%A3o_Paulo)
Potirendaba,São Paulo,440,18496 hab.,"342,4km²",54hab./km²,"0,805",https://pt.wikipedia.org/wiki/Potirendaba
Potim,São Paulo,167,24643 hab.,"44,468km²","554,2hab./km²","0,697",https://pt.wikipedia.org/wiki/Potim
Porto Ferreira,São Paulo,227,52649 hab.,"243,906km²","215,9hab./km²","0,751",https://pt.wikipedia.org/wiki/Porto_Ferreira
Porto Feliz,São Paulo,112,52785 hab.,"556,706km²","94,8hab./km²","0,758",https://pt.wikipedia.org/wiki/Porto_Feliz
Porangaba,São Paulo,168,10067 hab.,"266,565km²","37,8hab./km²","0,768",https://pt.wikipedia.org/wiki/Porangaba
Populina,São Paulo,625,4223 hab.,"315,9km²","13,4hab./km²","0,755",https://pt.wikipedia.org/wiki/Populina
Pontes Gestal,São Paulo,553,2518 hab.,"217,4km²","11,6hab./km²","0,749",https://pt.wikipedia.org/wiki/Pontes_Gestal
Pontalinda,São Paulo,585,4074 hab.,"210,2km²","19,4hab./km²","0,731",https://pt.wikipedia.org/wiki/Pontalinda
Pontal,São Paulo,357,37607 hab.,"356,371km²","105,5hab./km²","0,725",https://pt.wikipedia.org/wiki/Pontal
Pongaí,São Paulo,,3432 hab.,"183,382km²","18,7hab./km²","0,794",https://pt.wikipedia.org/wiki/Ponga%C3%AD
Pompeia,São Paulo,474,21850 hab.,"784,674km²","27,8hab./km²","0,786",https://pt.wikipedia.org/wiki/Pompeia_(S%C3%A3o_Paulo)
Poá,São Paulo,34,103765 hab.,"17,496km²","5930,8hab./km²","0,771",https://pt.wikipedia.org/wiki/Po%C3%A1
Platina,São Paulo,,3606 hab.,"327,826km²",11hab./km²,"0,735",https://pt.wikipedia.org/wiki/Platina_(S%C3%A3o_Paulo)
Planalto,São Paulo,535,4389 hab.,"290,1km²","15,1hab./km²","0,744",https://pt.wikipedia.org/wiki/Planalto_(S%C3%A3o_Paulo)
Pitangueiras,São Paulo,369,34416 hab.,"430,638km²","79,9hab./km²","0,723",https://pt.wikipedia.org/wiki/Pitangueiras_(S%C3%A3o_Paulo)
Piratininga,São Paulo,343,12968 hab.,"397,207km²","32,6hab./km²","0,797",https://pt.wikipedia.org/wiki/Piratininga
Pirassununga,São Paulo,208,76877 hab.,"726,942km²","105,8hab./km²","0,801",https://pt.wikipedia.org/wiki/Pirassununga
Pirapozinho,São Paulo,574,26810 hab.,"480,795km²","55,8hab./km²","0,776",https://pt.wikipedia.org/wiki/Pirapozinho
Poloni,São Paulo,487,5592 hab.,"133,5km²","41,9hab./km²","0,766",https://pt.wikipedia.org/wiki/Poloni
Pirapora do Bom Jesus,São Paulo,61,15727 hab.,"108,257km²","145,3hab./km²","0,727",https://pt.wikipedia.org/wiki/Pirapora_do_Bom_Jesus
Pirangi,São Paulo,383,11167 hab.,"215,809km²","51,7hab./km²","0,779",https://pt.wikipedia.org/wiki/Pirangi
Pirajuí,São Paulo,400,25939 hab.,"819,432km²","31,7hab./km²","0,779",https://pt.wikipedia.org/wiki/Piraju%C3%AD
Piraju,São Paulo,300,29436 hab.,"504,591km²","58,3hab./km²","0,791",https://pt.wikipedia.org/wiki/Piraju
Piracaia,São Paulo,89,27462 hab.,"384,729km²","71,4hab./km²","0,739",https://pt.wikipedia.org/wiki/Piracaia
Piquete (São Paulo),São Paulo,180,12490 hab.,"175,996km²",71hab./km²,"0,757",https://pt.wikipedia.org/wiki/Piquete_(S%C3%A3o_Paulo)
Piquerobi,São Paulo,619,3686 hab.,"482,506km²","7,6hab./km²","0,744",https://pt.wikipedia.org/wiki/Piquerobi
Piracicaba,São Paulo,160,438827 hab.,"1378,069km²","318,4hab./km²","0,785",https://pt.wikipedia.org/wiki/Piracicaba
Pinhalzinho,São Paulo,114,15388 hab.,"154,948km²","99,3hab./km²","0,725",https://pt.wikipedia.org/wiki/Pinhalzinho_(S%C3%A3o_Paulo)
Pindorama,São Paulo,370,"14,542 hab.","184,8km²","0,1hab./km²","0,737",https://pt.wikipedia.org/wiki/Pindorama_(S%C3%A3o_Paulo)
Pindamonhangaba,São Paulo,146,165428 hab.,"731,355km²","226,2hab./km²","0,773",https://pt.wikipedia.org/wiki/Pindamonhangaba
Pilar do Sul,São Paulo,142,30095 hab.,"682,395km²","44,1hab./km²","0,774",https://pt.wikipedia.org/wiki/Pilar_do_Sul
Piedade,São Paulo,100,55348 hab.,"746,868km²","74,1hab./km²","0,757",https://pt.wikipedia.org/wiki/Piedade_(S%C3%A3o_Paulo)
Piacatu,São Paulo,530,5287 hab.,"232,543km²","22,7hab./km²","0,757",https://pt.wikipedia.org/wiki/Piacatu
Peruíbe,São Paulo,141,68352 hab.,"326,216km²","209,5hab./km²","0,749",https://pt.wikipedia.org/wiki/Peru%C3%ADbe
Pereiras,São Paulo,166,8875 hab.,"223,136km²","39,8hab./km²","0,736",https://pt.wikipedia.org/wiki/Pereiras
Pereira Barreto,São Paulo,635,24095 hab.,"978,884km²","24,6hab./km²","0,766",https://pt.wikipedia.org/wiki/Pereira_Barreto
Penápolis,São Paulo,490,"61,679 hab.","711,314km²","0,1hab./km²","0,759",https://pt.wikipedia.org/wiki/Pen%C3%A1polis
Pedro de Toledo,São Paulo,149,11331 hab.,"670,440km²","16,9hab./km²","0,696",https://pt.wikipedia.org/wiki/Pedro_de_Toledo
Pedrinhas Paulista,São Paulo,480,2936 hab.,"152,173km²","19,3hab./km²","0,819",https://pt.wikipedia.org/wiki/Pedrinhas_Paulista
Pedregulho,São Paulo,455,15699 hab.,"701,886km²","22,4hab./km²","0,794",https://pt.wikipedia.org/wiki/Pedregulho
Pedranópolis,São Paulo,,2558 hab.,"260,2km²","9,8hab./km²","0,778",https://pt.wikipedia.org/wiki/Pedran%C3%B3polis
Pedra Bela,São Paulo,117,6110 hab.,"157,184km²","38,9hab./km²","0,677",https://pt.wikipedia.org/wiki/Pedra_Bela
Pederneiras,São Paulo,320,44498 hab.,729km²,61hab./km²,"0,739",https://pt.wikipedia.org/wiki/Pederneiras
Paulo de Faria,São Paulo,540,7400 hab.,"738,3km²",10hab./km²,"0,754",https://pt.wikipedia.org/wiki/Paulo_de_Faria
Paulistânia,São Paulo,343,1837 hab.,"256,553km²","7,2hab./km²","0,774",https://pt.wikipedia.org/wiki/Paulist%C3%A2nia
Pedreira,São Paulo,135,47361 hab.,"109,710km²","431,7hab./km²","0,810",https://pt.wikipedia.org/wiki/Pedreira_(munic%C3%ADpio)
Paulínia,São Paulo,119,106776 hab.,"139,332km²","766,3hab./km²","0,795",https://pt.wikipedia.org/wiki/Paul%C3%ADnia
Paulicéia,São Paulo,695,7147 hab.,"374,091km²","19,1hab./km²","0,754",https://pt.wikipedia.org/wiki/Paulic%C3%A9ia
Patrocínio Paulista,São Paulo,420,14807 hab.,"602,848km²","24,6hab./km²","0,730",https://pt.wikipedia.org/wiki/Patroc%C3%ADnio_Paulista
Parisi,São Paulo,533,2032 hab.,"84,5km²",24hab./km²,"0,756",https://pt.wikipedia.org/wiki/Parisi
Pariquera-Açu,São Paulo,220,19316 hab.,"359,691km²","53,7hab./km²","0,73",https://pt.wikipedia.org/wiki/Pariquera-A%C3%A7u
Pardinho,São Paulo,180,5582 hab.,"210,036km²","26,6hab./km²","0,788",https://pt.wikipedia.org/wiki/Pardinho
Parapuã,São Paulo,560,11085 hab.,"365,224km²","30,4hab./km²","0,792",https://pt.wikipedia.org/wiki/Parapu%C3%A3
Paranapuã,São Paulo,607,4095 hab.,"140,354km²","29,2hab./km²","0,775",https://pt.wikipedia.org/wiki/Paranapu%C3%A3
Paranapanema,São Paulo,256,20588 hab.,"1019,841km²","20,2hab./km²","0,755",https://pt.wikipedia.org/wiki/Paranapanema
Palestina,São Paulo,490,11476 hab.,"697,701km²","16,4hab./km²","0,732",https://pt.wikipedia.org/wiki/Palestina_(S%C3%A3o_Paulo)
Paraíso,São Paulo,397,6369 hab.,"155,186km²",41hab./km²,"0,749",https://pt.wikipedia.org/wiki/Para%C3%ADso_(S%C3%A3o_Paulo)
Paraibuna,São Paulo,125,17667 hab.,"809,576km²","21,8hab./km²","0,719",https://pt.wikipedia.org/wiki/Paraibuna
Paraguaçu Paulista,São Paulo,422,45703 hab.,"1001,094km²","45,7hab./km²","0,762",https://pt.wikipedia.org/wiki/Paragua%C3%A7u_Paulista
Palmares Paulista,São Paulo,412,13058 hab.,91km²,"143,5hab./km²","0,989",https://pt.wikipedia.org/wiki/Palmares_Paulista
Panorama,São Paulo,670,15539 hab.,"353,137km²",44hab./km²,"0,722",https://pt.wikipedia.org/wiki/Panorama_(S%C3%A3o_Paulo)
Palmeira d'Oeste,São Paulo,621,9227 hab.,"318,740km²","28,9hab./km²","0,765",https://pt.wikipedia.org/wiki/Palmeira_d%27Oeste
Palmital,São Paulo,415,19594 hab.,"549,040km²","35,7hab./km²","0,746",https://pt.wikipedia.org/wiki/Palmital_(S%C3%A3o_Paulo)
Ouroeste,São Paulo,602,9897 hab.,"288,8km²","34,3hab./km²","0,787",https://pt.wikipedia.org/wiki/Ouroeste
Ouro Verde,São Paulo,651,8503 hab.,"266,452km²","31,9hab./km²","0,723",https://pt.wikipedia.org/wiki/Ouro_Verde_(S%C3%A3o_Paulo)
Ourinhos,São Paulo,370,106877 hab.,"296,203km²","360,8hab./km²","0,778",https://pt.wikipedia.org/wiki/Ourinhos
Osvaldo Cruz,São Paulo,570,32593 hab.,"247,941km²","131,5hab./km²","0,798",https://pt.wikipedia.org/wiki/Osvaldo_Cruz_(S%C3%A3o_Paulo)
Oscar Bressane,São Paulo,,2539 hab.,"221,429km²","11,5hab./km²","0,752",https://pt.wikipedia.org/wiki/Oscar_Bressane
Orlândia,São Paulo,364,44028 hab.,"296,431km²","148,5hab./km²","0,780",https://pt.wikipedia.org/wiki/Orl%C3%A2ndia
Pacaembu,São Paulo,617,14024 hab.,"339,722km²","41,3hab./km²","0,763",https://pt.wikipedia.org/wiki/Pacaembu_(munic%C3%ADpio)
Osasco,São Paulo,"15,5",728615 hab.,"64,935km²","11220,7hab./km²","0,776",https://pt.wikipedia.org/wiki/Osasco
Orindiúva,São Paulo,522,6024 hab.,"248,1km²","24,3hab./km²","0,776",https://pt.wikipedia.org/wiki/Orindi%C3%BAva
Oriente,São Paulo,456,6542 hab.,"218,668km²","29,9hab./km²","0,791",https://pt.wikipedia.org/wiki/Oriente_(S%C3%A3o_Paulo)
Onda Verde,São Paulo,480,4771 hab.,"243,1km²","19,6hab./km²","0,777",https://pt.wikipedia.org/wiki/Onda_Verde
Óleo,São Paulo,300,2832 hab.,"197,974km²","14,3hab./km²","0,737",https://pt.wikipedia.org/wiki/%C3%93leo_(S%C3%A3o_Paulo)
 Olímpia,São Paulo,448,55075 hab.,"802,555km²","68,6hab./km²","0,773",https://pt.wikipedia.org/wiki/Ol%C3%ADmpia_(S%C3%A3o_Paulo)
Ocauçu,São Paulo,425,4305 hab.,"301,036km²","14,3hab./km²","0,717",https://pt.wikipedia.org/wiki/Ocau%C3%A7u
Nuporanga,São Paulo,376,7391 hab.,"348,265km²","21,2hab./km²","0,746",https://pt.wikipedia.org/wiki/Nuporanga
Novo Horizonte,São Paulo,410,38324 hab.,"931,743km²","41,1hab./km²","0,753",https://pt.wikipedia.org/wiki/Novo_Horizonte_(S%C3%A3o_Paulo)
Novais,São Paulo,409,4592 hab.,"117,8km²",39hab./km²,"0,759",https://pt.wikipedia.org/wiki/Novais_(S%C3%A3o_Paulo)
Nova Luzitânia,São Paulo,548,2837 hab.,"74,1km²","38,3hab./km²","0,74",https://pt.wikipedia.org/wiki/Nova_Luzit%C3%A2nia
Nova Independência,São Paulo,658,5507 hab.,"265,282km²","20,8hab./km²","0,737",https://pt.wikipedia.org/wiki/Nova_Independ%C3%AAncia
Nova Guataporanga,São Paulo,681,2308 hab.,"34,116km²","67,7hab./km²","0,74",https://pt.wikipedia.org/wiki/Nova_Guataporanga
Nova Granada,São Paulo,472,19419 hab.,"531,9km²","36,5hab./km²","0,79",https://pt.wikipedia.org/wiki/Nova_Granada_(S%C3%A3o_Paulo)
Nova Europa,São Paulo,318,11519 hab.,"160,250km²","71,9hab./km²","0,765",https://pt.wikipedia.org/wiki/Nova_Europa
Nova Castilho,São Paulo,570,1303 hab.,"183,2km²","7,1hab./km²","0,761",https://pt.wikipedia.org/wiki/Nova_Castilho
Nova Canaã Paulista,São Paulo,,1852 hab.,"124,473km²","14,9hab./km²","0,726",https://pt.wikipedia.org/wiki/Nova_Cana%C3%A3_Paulista
Nova Odessa,São Paulo,124,62019 hab.,"73,788km²","840,5hab./km²","0,791",https://pt.wikipedia.org/wiki/Nova_Odessa
Nova Campina,São Paulo,320,8497 hab.,"385,328km²","22,1hab./km²","0,651",https://pt.wikipedia.org/wiki/Nova_Campina
Nova Aliança,São Paulo,443,6693 hab.,"217,3km²","30,8hab./km²","0,806",https://pt.wikipedia.org/wiki/Nova_Alian%C3%A7a
Nipoã,São Paulo,436,4750 hab.,"137,8km²","34,5hab./km²","0,775",https://pt.wikipedia.org/wiki/Nipo%C3%A3
Nhandeara,São Paulo,508,10725 hab.,"435,8km²","24,6hab./km²","0,806",https://pt.wikipedia.org/wiki/Nhandeara
Neves Paulista,São Paulo,469,9690 hab.,"218,3km²","44,4hab./km²","0,804",https://pt.wikipedia.org/wiki/Neves_Paulista
Narandiba,São Paulo,605,4702 hab.,"358,139km²","13,1hab./km²","0,763",https://pt.wikipedia.org/wiki/Narandiba
Nantes,São Paulo,525,2707 hab.,"285,415km²","9,5hab./km²","0,722",https://pt.wikipedia.org/wiki/Nantes_(S%C3%A3o_Paulo)
Murutinga do Sul,São Paulo,629,3737 hab.,"248,278km²","15,1hab./km²","0,78",https://pt.wikipedia.org/wiki/Murutinga_do_Sul
Motuca,São Paulo,327,4642 hab.,"228,700km²","20,3hab./km²","0,761",https://pt.wikipedia.org/wiki/Motuca
Morungaba,São Paulo,108,13622 hab.,"146,752km²","92,8hab./km²","0,788",https://pt.wikipedia.org/wiki/Morungaba
Morro Agudo,São Paulo,395,32968 hab.,"1386,176km²","23,8hab./km²","0,712",https://pt.wikipedia.org/wiki/Morro_Agudo
Natividade da Serra,São Paulo,185,6999 hab.,"833,372km²","8,4hab./km²","0,655",https://pt.wikipedia.org/wiki/Natividade_da_Serra
Nazaré Paulista,São Paulo,90,18698 hab.,"326,542km²","57,3hab./km²","0,678",https://pt.wikipedia.org/wiki/Nazar%C3%A9_Paulista
Monteiro Lobato,São Paulo,132,4739 hab.,"332,742km²","14,2hab./km²","0,775",https://pt.wikipedia.org/wiki/Monteiro_Lobato_(S%C3%A3o_Paulo)
Monte Mor,São Paulo,122,59772 hab.,"240,566km²","248,5hab./km²","0,783",https://pt.wikipedia.org/wiki/Monte_Mor
Monte Castelo,São Paulo,681,4222 hab.,"233,547km²","18,1hab./km²","0,743",https://pt.wikipedia.org/wiki/Monte_Castelo_(S%C3%A3o_Paulo)
Monte Aprazível,São Paulo,484,22280 hab.,"496,9km²","44,8hab./km²","0,808",https://pt.wikipedia.org/wiki/Monte_Apraz%C3%ADvel
Monte Azul Paulista,São Paulo,420,19050 hab.,"263,492km²","72,3hab./km²","0,753",https://pt.wikipedia.org/wiki/Monte_Azul_Paulista
Monte Alto,São Paulo,350,47574 hab.,"347,119km²","137,1hab./km²","0,813",https://pt.wikipedia.org/wiki/Monte_Alto
Monte Alegre do Sul,São Paulo,130,8627 hab.,"110,860km²","77,8hab./km²","0,759",https://pt.wikipedia.org/wiki/Monte_Alegre_do_Sul
Mongaguá,São Paulo,93,61951 hab.,"143,205km²","432,6hab./km²","0,754",https://pt.wikipedia.org/wiki/Mongagu%C3%A1
Monções,São Paulo,531,2132 hab.,"104,2km²","20,5hab./km²","0,771",https://pt.wikipedia.org/wiki/Mon%C3%A7%C3%B5es_(S%C3%A3o_Paulo)
Mombuca,São Paulo,157,3266 hab.,"133,198km²","24,5hab./km²","0,75",https://pt.wikipedia.org/wiki/Mombuca
Mogi Mirim,São Paulo,155,94098 hab.,499km²,"188,6hab./km²","0,784",https://pt.wikipedia.org/wiki/Mogi_Mirim
Mogi Guaçu,São Paulo,166,153658 hab.,"812,75km²","189,1hab./km²","0,774",https://pt.wikipedia.org/wiki/Mogi_Gua%C3%A7u
Mogi das Cruzes,São Paulo,61,449955 hab.,"712,541km²","631,5hab./km²","0,783",https://pt.wikipedia.org/wiki/Mogi_das_Cruzes
Mococa,São Paulo,266,"67,681 hab.","855,16km²","0,1hab./km²","0,762",https://pt.wikipedia.org/wiki/Mococa
Mirassolândia,São Paulo,480,4669 hab.,"166,2km²","28,1hab./km²","0,764",https://pt.wikipedia.org/wiki/Mirassol%C3%A2ndia
Mirassol,São Paulo,453,63337 hab.,"243,228km²","260,4hab./km²","0,762",https://pt.wikipedia.org/wiki/Mirassol
Mirante do Paranapanema,São Paulo,616,18338 hab.,"1237,847km²","14,8hab./km²","0,735",https://pt.wikipedia.org/wiki/Mirante_do_Paranapanema
Mirandópolis,São Paulo,594,27983 hab.,"917,694km²","30,5hab./km²","0,751",https://pt.wikipedia.org/wiki/Mirand%C3%B3polis
Miracatu,São Paulo,129,19919 hab.,"1000,736km²","19,9hab./km²","0,748",https://pt.wikipedia.org/wiki/Miracatu
Mira Estrela,São Paulo,590,2820 hab.,"216,8km²",13hab./km²,"0,771",https://pt.wikipedia.org/wiki/Mira_Estrela
Mineiros do Tietê,São Paulo,297,12038 hab.,"211,892km²","56,8hab./km²","0,730",https://pt.wikipedia.org/wiki/Mineiros_do_Tiet%C3%AA
Miguelópolis,São Paulo,410,20442 hab.,"826,889km²","24,7hab./km²","0,791",https://pt.wikipedia.org/wiki/Miguel%C3%B3polis
Mesópolis,São Paulo,636,"1,952 hab.","148,9km²",0hab./km²,"0,732",https://pt.wikipedia.org/wiki/Mes%C3%B3polis
Meridiano,São Paulo,546,3855 hab.,"229,2km²","16,8hab./km²","0,762",https://pt.wikipedia.org/wiki/Meridiano_(S%C3%A3o_Paulo)
Mendonça,São Paulo,454,6159 hab.,195km²,"31,6hab./km²","0,771",https://pt.wikipedia.org/wiki/Mendon%C3%A7a
Martinópolis,São Paulo,539,24260 hab.,"1253,158km²","19,4hab./km²","0,750",https://pt.wikipedia.org/wiki/Martin%C3%B3polis
Mauá,São Paulo,26,"472,912 hab.","61,909km²","7,6hab./km²","0,781",https://pt.wikipedia.org/wiki/Mau%C3%A1
Mariápolis,São Paulo,602,4079 hab.,"186,098km²","21,9hab./km²","0,739",https://pt.wikipedia.org/wiki/Mari%C3%A1polis
Matão,São Paulo,305,82307 hab.,"524,899km²","156,8hab./km²","0,806",https://pt.wikipedia.org/wiki/Mat%C3%A3o
Marinópolis,São Paulo,623,2113 hab.,"77,8km²","27,2hab./km²","0,74",https://pt.wikipedia.org/wiki/Marin%C3%B3polis
Marília,São Paulo,438,237627 hab.,"1170,515km²",203hab./km²,"0,798",https://pt.wikipedia.org/wiki/Mar%C3%ADlia
Marapoama,São Paulo,450,2633 hab.,"111,3km²","23,7hab./km²","0,78",https://pt.wikipedia.org/wiki/Marapoama
Maracaí,São Paulo,473,13344 hab.,"533,024km²",25hab./km²,"0,773",https://pt.wikipedia.org/wiki/Maraca%C3%AD
Marabá Paulista,São Paulo,635,5345 hab.,"917,119km²","5,8hab./km²","0,677",https://pt.wikipedia.org/wiki/Marab%C3%A1_Paulista
Manduri,São Paulo,300,9529 hab.,"228,866km²","41,6hab./km²","0,772",https://pt.wikipedia.org/wiki/Manduri_(S%C3%A3o_Paulo)
Mairiporã,São Paulo,41,97399 hab.,"320,697km²","303,7hab./km²","0,788",https://pt.wikipedia.org/wiki/Mairipor%C3%A3
Mairinque,São Paulo,65,47150 hab.,"209,757km²","224,8hab./km²","0,801",https://pt.wikipedia.org/wiki/Mairinque
Magda,São Paulo,544,3230 hab.,"311,7km²","10,4hab./km²","0,753",https://pt.wikipedia.org/wiki/Magda
Macedônia,São Paulo,581,3664 hab.,"327,7km²","11,2hab./km²","0,757",https://pt.wikipedia.org/wiki/Maced%C3%B4nia_(S%C3%A3o_Paulo)
Macaubal,São Paulo,500,7481 hab.,"510,1km²","14,7hab./km²","0,781",https://pt.wikipedia.org/wiki/Macaubal
Macatuba,São Paulo,280,16829 hab.,"224,514km²",75hab./km²,"0,777",https://pt.wikipedia.org/wiki/Macatuba
Lutécia,São Paulo,492,2703 hab.,"474,627km²","5,7hab./km²","0,755",https://pt.wikipedia.org/wiki/Lut%C3%A9cia
Lupércio,São Paulo,426,4549 hab.,"155,025km²","29,3hab./km²","0,736",https://pt.wikipedia.org/wiki/Lup%C3%A9rcio_(S%C3%A3o_Paulo)
Luiziânia,São Paulo,515,5790 hab.,"166,576km²","34,8hab./km²","0,762",https://pt.wikipedia.org/wiki/Luizi%C3%A2nia
Luiz Antônio,São Paulo,276,14947 hab.,"598,439km²",25hab./km²,"0,731",https://pt.wikipedia.org/wiki/Luiz_Ant%C3%B4nio
Lucianópolis,São Paulo,400,2255 hab.,"190,908km²","11,8hab./km²","0,754",https://pt.wikipedia.org/wiki/Lucian%C3%B3polis
Lucélia,São Paulo,589,20061 hab.,"314,455km²","63,8hab./km²","0,782",https://pt.wikipedia.org/wiki/Luc%C3%A9lia
Louveira,São Paulo,72,51883 hab.,"55,349km²","937,4hab./km²","0,8",https://pt.wikipedia.org/wiki/Louveira_(S%C3%A3o_Paulo)
Lourdes,São Paulo,Distância em linha reta: 626 km,2140 hab.,"113,743km²","18,8hab./km²","0,742",https://pt.wikipedia.org/wiki/Lourdes_(S%C3%A3o_Paulo)
Lorena,São Paulo,180,84855 hab.,"414,160km²","204,9hab./km²","0,766",https://pt.wikipedia.org/wiki/Lorena_(S%C3%A3o_Paulo)
Lins,São Paulo,429,74068 hab.,"570,2km²","129,9hab./km²","0,786",https://pt.wikipedia.org/wiki/Lins
Lindoia,São Paulo,156,7014 hab.,"48,756km²","143,9hab./km²","0,742",https://pt.wikipedia.org/wiki/Lindoia
Limeira,São Paulo,143,300728 hab.,"580,711km²","517,9hab./km²","0,775",https://pt.wikipedia.org/wiki/Limeira
Lençóis Paulista,São Paulo,280,66505 hab.,"809,541km²","82,2hab./km²","0,764",https://pt.wikipedia.org/wiki/Len%C3%A7%C3%B3is_Paulista
Leme,São Paulo,190,103391 hab.,"403,077km²","256,5hab./km²","0,796",https://pt.wikipedia.org/wiki/Leme
Lavrinhas,São Paulo,223,7361 hab.,"167,067km²","44,1hab./km²","0,729",https://pt.wikipedia.org/wiki/Lavrinhas
Lavínia,São Paulo,593,8782 hab.,"538,523km²","16,3hab./km²","0,765",https://pt.wikipedia.org/wiki/Lav%C3%ADnia_(S%C3%A3o_Paulo)
Laranjal Paulista,São Paulo,173,25251 hab.,"384,274km²","65,7hab./km²","0,729",https://pt.wikipedia.org/wiki/Laranjal_Paulista
Lagoinha,São Paulo,190,4896 hab.,"255,472km²","19,2hab./km²","0,693",https://pt.wikipedia.org/wiki/Lagoinha_(S%C3%A3o_Paulo)
Juquitiba,São Paulo,70,27404 hab.,"521,598km²","52,5hab./km²","0,709",https://pt.wikipedia.org/wiki/Juquitiba
Juquiá,São Paulo,161,17154 hab.,"812,799km²","21,1hab./km²","0,700",https://pt.wikipedia.org/wiki/Juqui%C3%A1
Junqueirópolis,São Paulo,641,20353 hab.,"582,565km²","34,9hab./km²","0,745",https://pt.wikipedia.org/wiki/Junqueir%C3%B3polis
Jumirim,São Paulo,164,3418 hab.,"56,685km²","60,3hab./km²","0,741",https://pt.wikipedia.org/wiki/Jumirim
Júlio Mesquita,São Paulo,433,4430 hab.,"128,209km²","34,6hab./km²","0,755",https://pt.wikipedia.org/wiki/J%C3%BAlio_Mesquita
Jundiaí,São Paulo,950,443221 hab.,"431,204km²","1027,9hab./km²","0,822",https://pt.wikipedia.org/wiki/Jundia%C3%AD
João Ramalho,São Paulo,505,4138 hab.,"416,035km²","9,9hab./km²","0,776",https://pt.wikipedia.org/wiki/Jo%C3%A3o_Ramalho_(S%C3%A3o_Paulo)
José Bonifácio,São Paulo,483,36633 hab.,"859,947km²","42,6hab./km²","0,777",https://pt.wikipedia.org/wiki/Jos%C3%A9_Bonif%C3%A1cio_(S%C3%A3o_Paulo)
Joanópolis,São Paulo,118,12815 hab.,"374,293km²","34,2hab./km²","0,699",https://pt.wikipedia.org/wiki/Joan%C3%B3polis
Jeriquara,São Paulo,,4873 hab.,"140,992km²","34,6hab./km²","0,748",https://pt.wikipedia.org/wiki/Jeriquara
