Name,State,Distance to the Capital (Km),Total Population,Total Area,Density,HDI,URL
São João da Lagoa,Minas Gerais,439,4822 hab.,"989,854km²","4,9hab./km²","0,673",https://pt.wikipedia.org/wiki/S%C3%A3o_Jo%C3%A3o_da_Lagoa
São João Batista do Glória,Minas Gerais,374,7652 hab.,"553,346km²","13,8hab./km²","0,724",https://pt.wikipedia.org/wiki/S%C3%A3o_Jo%C3%A3o_Batista_do_Gl%C3%B3ria
São Gonçalo do Rio Preto,Minas Gerais,345,3032 hab.,"313,218km²","9,7hab./km²","0,635",https://pt.wikipedia.org/wiki/S%C3%A3o_Gon%C3%A7alo_do_Rio_Preto
São Gonçalo do Sapucaí,Minas Gerais,340,25449 hab.,"516,683km²","49,3hab./km²","0,715",https://pt.wikipedia.org/wiki/S%C3%A3o_Gon%C3%A7alo_do_Sapuca%C3%AD
São Gonçalo do Rio Abaixo,Minas Gerais,84,11850 hab.,"363,828km²","32,6hab./km²","0,667",https://pt.wikipedia.org/wiki/S%C3%A3o_Gon%C3%A7alo_do_Rio_Abaixo
São João da Ponte,Minas Gerais,574,25033 hab.,"1849,188km²","13,5hab./km²","0,626",https://pt.wikipedia.org/wiki/S%C3%A3o_Jo%C3%A3o_da_Ponte
São João da Mata,Minas Gerais,413,2732 hab.,"120,500km²","22,7hab./km²","0,653",https://pt.wikipedia.org/wiki/S%C3%A3o_Jo%C3%A3o_da_Mata_(Minas_Gerais)
São Gotardo,Minas Gerais,295,40910 hab.,"853,745km²","47,9hab./km²","0,736",https://pt.wikipedia.org/wiki/S%C3%A3o_Gotardo_(Minas_Gerais)
São Brás do Suaçuí,Minas Gerais,109,3512 hab.,"110,442km²","31,8hab./km²","0,743",https://pt.wikipedia.org/wiki/S%C3%A3o_Br%C3%A1s_do_Sua%C3%A7u%C3%AD
São Domingos das Dores,Minas Gerais,300,6943 hab.,"61,157km²","113,5hab./km²","0,723",https://pt.wikipedia.org/wiki/S%C3%A3o_Domingos_das_Dores
São Gonçalo do Pará,Minas Gerais,129,12411 hab.,"265,578km²","46,7hab./km²","0,744",https://pt.wikipedia.org/wiki/S%C3%A3o_Gon%C3%A7alo_do_Par%C3%A1
São Francisco de Paula,Minas Gerais,165,6487 hab.,"316,414km²","20,5hab./km²","0,714",https://pt.wikipedia.org/wiki/S%C3%A3o_Francisco_de_Paula_(Minas_Gerais)
São Gonçalo do Abaeté,Minas Gerais,380,8389 hab.,"2692,171km²","3,1hab./km²","0,670",https://pt.wikipedia.org/wiki/S%C3%A3o_Gon%C3%A7alo_do_Abaet%C3%A9
São Francisco,Minas Gerais,589,56323 hab.,"3299,801km²","17,1hab./km²","0,638",https://pt.wikipedia.org/wiki/S%C3%A3o_Francisco_(Minas_Gerais)
São Félix de Minas,Minas Gerais,393,3382 hab.,"165,744km²","20,4hab./km²","0,635",https://pt.wikipedia.org/wiki/S%C3%A3o_F%C3%A9lix_de_Minas
São Domingos do Prata,Minas Gerais,136,17393 hab.,"743,768km²","23,4hab./km²","0,690",https://pt.wikipedia.org/wiki/S%C3%A3o_Domingos_do_Prata
São Bento Abade,Minas Gerais,325,4577 hab.,"80,404km²","56,9hab./km²","0,672",https://pt.wikipedia.org/wiki/S%C3%A3o_Bento_Abade
Santos Dumont,Minas Gerais,220,46289 hab.,"637,377km²","72,6hab./km²","0,766",https://pt.wikipedia.org/wiki/Santos_Dumont_(Minas_Gerais)
Santo Hipólito,Minas Gerais,241,2717 hab.,"430,775km²","6,3hab./km²","0,671",https://pt.wikipedia.org/wiki/Santo_Hip%C3%B3lito
Santo Antônio do Rio Abaixo,Minas Gerais,190,1777 hab.,"107,154km²","16,6hab./km²","0,698",https://pt.wikipedia.org/wiki/Santo_Ant%C3%B4nio_do_Rio_Abaixo
Santo Antônio do Retiro,Minas Gerais,674,6629 hab.,"796,290km²","8,3hab./km²","0,570",https://pt.wikipedia.org/wiki/Santo_Ant%C3%B4nio_do_Retiro
Santo Antônio do Monte,Minas Gerais,198,28427 hab.,"1129,365km²","25,2hab./km²","0,724",https://pt.wikipedia.org/wiki/Santo_Ant%C3%B4nio_do_Monte
Santo Antônio do Jacinto,Minas Gerais,892,11780 hab.,"497,437km²","23,7hab./km²","0,574",https://pt.wikipedia.org/wiki/Santo_Ant%C3%B4nio_do_Jacinto
Santo Antônio do Itambé,Minas Gerais,294,3915 hab.,"305,737km²","12,8hab./km²","0,635",https://pt.wikipedia.org/wiki/Santo_Ant%C3%B4nio_do_Itamb%C3%A9
Santo Antônio do Grama,Minas Gerais,220,4090 hab.,"129,810km²","31,5hab./km²","0,693",https://pt.wikipedia.org/wiki/Santo_Ant%C3%B4nio_do_Grama
Santana dos Montes,Minas Gerais,120,3822 hab.,"196,437km²","19,5hab./km²","0,692",https://pt.wikipedia.org/wiki/Santana_dos_Montes
Santo Antônio do Amparo,Minas Gerais,172,17285 hab.,"491,725km²","35,2hab./km²","0,726",https://pt.wikipedia.org/wiki/Santo_Ant%C3%B4nio_do_Amparo
Santo Antônio do Aventureiro,Minas Gerais,286,3534 hab.,"201,887km²","17,5hab./km²","0,709",https://pt.wikipedia.org/wiki/Santo_Ant%C3%B4nio_do_Aventureiro
Santana do Riacho,Minas Gerais,110,4274 hab.,"677,207km²","6,3hab./km²","0,665",https://pt.wikipedia.org/wiki/Santana_do_Riacho
Santana do Jacaré,Minas Gerais,213,4847 hab.,"107,445km²","45,1hab./km²","0,7",https://pt.wikipedia.org/wiki/Santana_do_Jacar%C3%A9
Santana do Manhuaçu,Minas Gerais,306,8603 hab.,"346,964km²","24,8hab./km²","0,669",https://pt.wikipedia.org/wiki/Santana_do_Manhua%C3%A7u
Santana do Paraíso,Minas Gerais,237,44800 hab.,"276,067km²","162,3hab./km²","0,685",https://pt.wikipedia.org/wiki/Santana_do_Para%C3%ADso
Santana do Garambéu,Minas Gerais,257,2476 hab.,"203,074km²","12,2hab./km²","0,667",https://pt.wikipedia.org/wiki/Santana_do_Garamb%C3%A9u
Santana de Pirapama,Minas Gerais,152,7030 hab.,"1220,985km²","5,8hab./km²","0,679",https://pt.wikipedia.org/wiki/Santana_de_Pirapama
Santana do Deserto,Minas Gerais,306,3747 hab.,"182,655km²","20,5hab./km²","0,744",https://pt.wikipedia.org/wiki/Santana_do_Deserto
Santa Rita do Sapucaí,Minas Gerais,420,43260 hab.,"352,969km²","122,6hab./km²","0,721",https://pt.wikipedia.org/wiki/Santa_Rita_do_Sapuca%C3%AD
Santa Rita do Itueto,Minas Gerais,477,5522 hab.,"485,081km²","11,4hab./km²","0,607",https://pt.wikipedia.org/wiki/Santa_Rita_do_Itueto
Santana de Cataguases,Minas Gerais,325,3622 hab.,"162,549km²","22,3hab./km²","0,739",https://pt.wikipedia.org/wiki/Santana_de_Cataguases
Santana da Vargem,Minas Gerais,261,7239 hab.,"172,444km²",42hab./km²,"0,698",https://pt.wikipedia.org/wiki/Santana_da_Vargem
Santa Rosa da Serra,Minas Gerais,279,3224 hab.,"296,342km²","10,9hab./km²","0,600",https://pt.wikipedia.org/wiki/Santa_Rosa_da_Serra
Santa Vitória,Minas Gerais,760,19872 hab.,"3021,74km²","6,6hab./km²","0,710",https://pt.wikipedia.org/wiki/Santa_Vit%C3%B3ria_(Minas_Gerais)
Santa Rita de Jacutinga,Minas Gerais,380,4976 hab.,"437,555km²","11,4hab./km²","0,682",https://pt.wikipedia.org/wiki/Santa_Rita_de_Jacutinga
Santa Rita de Minas,Minas Gerais,319,6552 hab.,"67,594km²","96,9hab./km²","0,681",https://pt.wikipedia.org/wiki/Santa_Rita_de_Minas
Santa Rita de Ibitipoca,Minas Gerais,241,3301 hab.,"324,234km²","10,2hab./km²","0,630",https://pt.wikipedia.org/wiki/Santa_Rita_de_Ibitipoca
Santa Rita de Caldas,Minas Gerais,425,9027 hab.,"503,011km²","17,9hab./km²","0,690",https://pt.wikipedia.org/wiki/Santa_Rita_de_Caldas
Santa Maria do Suaçuí,Minas Gerais,357,12788 hab.,"624,047km²","20,5hab./km²","0,648",https://pt.wikipedia.org/wiki/Santa_Maria_do_Sua%C3%A7u%C3%AD
Santa Maria do Salto,Minas Gerais,827,5232 hab.,"440,605km²","11,9hab./km²","0,593",https://pt.wikipedia.org/wiki/Santa_Maria_do_Salto
Santa Juliana,Minas Gerais,453,"15,734 hab.","723,784km²",0hab./km²,"0,706",https://pt.wikipedia.org/wiki/Santa_Juliana_(Minas_Gerais)
Santa Maria de Itabira,Minas Gerais,132,10836 hab.,"597,441km²","18,1hab./km²","0,648",https://pt.wikipedia.org/wiki/Santa_Maria_de_Itabira
Santa Margarida,Minas Gerais,255,15011 hab.,"256,183km²","58,6hab./km²","0,696",https://pt.wikipedia.org/wiki/Santa_Margarida_(Minas_Gerais)
Santa Luzia,Minas Gerais,18,219132 hab.,"235,205km²","931,7hab./km²","0,715",https://pt.wikipedia.org/wiki/Santa_Luzia_(Minas_Gerais)
Santa Bárbara do Monte Verde,Minas Gerais,334,2789 hab.,"416,081km²","6,7hab./km²","0,606",https://pt.wikipedia.org/wiki/Santa_B%C3%A1rbara_do_Monte_Verde
Santa Cruz de Salinas,Minas Gerais,760,4397 hab.,"587,268km²","7,5hab./km²","0,599",https://pt.wikipedia.org/wiki/Santa_Cruz_de_Salinas
Santa Bárbara do Tugúrio,Minas Gerais,185,4208 hab.,"194,564km²","21,6hab./km²","0,666",https://pt.wikipedia.org/wiki/Santa_B%C3%A1rbara_do_Tug%C3%BArio
Santa Cruz do Escalvado,Minas Gerais,214,4693 hab.,"258,726km²","18,1hab./km²","0,625",https://pt.wikipedia.org/wiki/Santa_Cruz_do_Escalvado
Santa Bárbara do Leste,Minas Gerais,290,7679 hab.,"110,789km²","69,3hab./km²","0,707",https://pt.wikipedia.org/wiki/Santa_B%C3%A1rbara_do_Leste
Santa Cruz de Minas,Minas Gerais,181,8109 hab.,"3,565km²","2274,6hab./km²","0,706",https://pt.wikipedia.org/wiki/Santa_Cruz_de_Minas
Salto da Divisa,Minas Gerais,877,6110 hab.,"938,005km²","6,5hab./km²","0,608",https://pt.wikipedia.org/wiki/Salto_da_Divisa
Sacramento,Minas Gerais,480,26185 hab.,"3073,268km²","8,5hab./km²","0,732",https://pt.wikipedia.org/wiki/Sacramento_(Minas_Gerais)
Salinas,Minas Gerais,640,41349 hab.,"1897,169km²","21,8hab./km²","0,699",https://pt.wikipedia.org/wiki/Salinas_(Minas_Gerais)
Santa Bárbara,Minas Gerais,105,30466 hab.,"684,505km²","44,5hab./km²","0,707",https://pt.wikipedia.org/wiki/Santa_B%C3%A1rbara_(Minas_Gerais)
Sabará,Minas Gerais,19,129372 hab.,"302,453km²","427,7hab./km²","0,731",https://pt.wikipedia.org/wiki/Sabar%C3%A1
Romaria,Minas Gerais,491,3596 hab.,"401,965km²","8,9hab./km²","0,775",https://pt.wikipedia.org/wiki/Romaria_(Minas_Gerais)
Rubelita,Minas Gerais,673,6198 hab.,"1109,229km²","5,6hab./km²","0,582",https://pt.wikipedia.org/wiki/Rubelita
Rochedo de Minas,Minas Gerais,326,2116 hab.,"79,550km²","26,6hab./km²","0,75",https://pt.wikipedia.org/wiki/Rochedo_de_Minas
Rosário da Limeira,Minas Gerais,287,4734 hab.,"111,156km²","42,6hab./km²","0,662",https://pt.wikipedia.org/wiki/Ros%C3%A1rio_da_Limeira
Rodeiro,Minas Gerais,290,6863 hab.,"72,029km²","95,3hab./km²","0,745",https://pt.wikipedia.org/wiki/Rodeiro
Rubim,Minas Gerais,784,10226 hab.,"968,732km²","10,6hab./km²","0,609",https://pt.wikipedia.org/wiki/Rubim
Ritápolis,Minas Gerais,209,4604 hab.,"404,805km²","11,4hab./km²","0,707",https://pt.wikipedia.org/wiki/Rit%C3%A1polis
Sabinópolis,Minas Gerais,270,14240 hab.,"919,811km²","15,5hab./km²","0,638",https://pt.wikipedia.org/wiki/Sabin%C3%B3polis
Rio Vermelho,Minas Gerais,325,12641 hab.,"986,561km²","12,8hab./km²","0,558",https://pt.wikipedia.org/wiki/Rio_Vermelho_(munic%C3%ADpio)
Rio Preto,Minas Gerais,354,5141 hab.,"347,097km²","14,8hab./km²","0,752",https://pt.wikipedia.org/wiki/Rio_Preto
Rio Pardo de Minas,Minas Gerais,732,30578 hab.,"3118,672km²","9,8hab./km²","0,633",https://pt.wikipedia.org/wiki/Rio_Pardo_de_Minas
Rio Piracicaba,Minas Gerais,127,14631 hab.,"373,037km²","39,2hab./km²","0,685",https://pt.wikipedia.org/wiki/Rio_Piracicaba_(munic%C3%ADpio)
Rio Manso,Minas Gerais,63,5568 hab.,"232,102km²",24hab./km²,"0,708",https://pt.wikipedia.org/wiki/Rio_Manso
Rio Pomba,Minas Gerais,250,17443 hab.,"252,418km²","69,1hab./km²","0,714",https://pt.wikipedia.org/wiki/Rio_Pomba_(munic%C3%ADpio)
Rio Novo,Minas Gerais,297,8712 hab.,"207,559km²",42hab./km²,"0,766",https://pt.wikipedia.org/wiki/Rio_Novo
Rio Paranaíba,Minas Gerais,350,12335 hab.,"1353,423km²","9,1hab./km²","0,709",https://pt.wikipedia.org/wiki/Rio_Parana%C3%ADba_(munic%C3%ADpio)
Rio Espera,Minas Gerais,161,5429 hab.,"238,602km²","22,8hab./km²","0,673",https://pt.wikipedia.org/wiki/Rio_Espera
Riachinho,Minas Gerais,572,8134 hab.,"1774,924km²","4,6hab./km²","0,632",https://pt.wikipedia.org/wiki/Riachinho_(Minas_Gerais)
Rio Acima,Minas Gerais,34,10261 hab.,"228,394km²","44,9hab./km²","0,735",https://pt.wikipedia.org/wiki/Rio_Acima
Rio Doce,Minas Gerais,197,2630 hab.,"112,094km²","23,5hab./km²","0,664",https://pt.wikipedia.org/wiki/Rio_Doce_(munic%C3%ADpio)
Rio do Prado,Minas Gerais,,5213 hab.,"479,424km²","10,9hab./km²","0,626",https://pt.wikipedia.org/wiki/Rio_do_Prado
Ribeirão das Neves,Minas Gerais,32,329794 hab.,"155,454km²","2121,5hab./km²","0,684",https://pt.wikipedia.org/wiki/Ribeir%C3%A3o_das_Neves
Riacho dos Machados,Minas Gerais,567,9360 hab.,"1315,540km²","7,1hab./km²","0,627",https://pt.wikipedia.org/wiki/Riacho_dos_Machados
Rio Casca,Minas Gerais,199,12789 hab.,"384,381km²","33,3hab./km²","0,650",https://pt.wikipedia.org/wiki/Rio_Casca_(munic%C3%ADpio)
Ribeirão Vermelho,Minas Gerais,270,4201 hab.,"40,210km²","104,5hab./km²","0,783",https://pt.wikipedia.org/wiki/Ribeir%C3%A3o_Vermelho
Ressaquinha,Minas Gerais,154,4548 hab.,"183,062km²","24,8hab./km²","0,683",https://pt.wikipedia.org/wiki/Ressaquinha
Resende Costa,Minas Gerais,186,11569 hab.,"631,561km²","18,3hab./km²","0,736",https://pt.wikipedia.org/wiki/Resende_Costa
Reduto,Minas Gerais,298,7105 hab.,"151,859km²","46,8hab./km²","0,629",https://pt.wikipedia.org/wiki/Reduto
Resplendor,Minas Gerais,445,17398 hab.,"1081,796km²","16,1hab./km²","0,670",https://pt.wikipedia.org/wiki/Resplendor
Raposos,Minas Gerais,30,16279 hab.,"72,228km²","225,4hab./km²","0,730",https://pt.wikipedia.org/wiki/Raposos
Recreio,Minas Gerais,353,11007 hab.,"234,240km²",47hab./km²,"0,692",https://pt.wikipedia.org/wiki/Recreio_(Minas_Gerais)
Raul Soares,Minas Gerais,230,23423 hab.,"763,364km²","30,7hab./km²","0,655",https://pt.wikipedia.org/wiki/Raul_Soares
Queluzito,Minas Gerais,,1866 hab.,"153,038km²","12,2hab./km²","0,730",https://pt.wikipedia.org/wiki/Queluzito
Quartel Geral,Minas Gerais,235,3179 hab.,"556,436km²","5,7hab./km²","0,714",https://pt.wikipedia.org/wiki/Quartel_Geral
Pratinha,Minas Gerais,324,3285 hab.,"619,296km²","5,3hab./km²","0,774",https://pt.wikipedia.org/wiki/Pratinha
Pratápolis,Minas Gerais,389,8807 hab.,"215,516km²","40,9hab./km²","0,729",https://pt.wikipedia.org/wiki/Prat%C3%A1polis
Prata,Minas Gerais,640,28342 hab.,"4847,544km²","5,8hab./km²","0,695",https://pt.wikipedia.org/wiki/Prata_(Minas_Gerais)
Prados,Minas Gerais,181,9048 hab.,"264,115km²","34,3hab./km²","0,689",https://pt.wikipedia.org/wiki/Prados_(Minas_Gerais)
Pouso Alto,Minas Gerais,422,6566 hab.,"263,034km²",25hab./km²,"0,710",https://pt.wikipedia.org/wiki/Pouso_Alto
Pouso Alegre,Minas Gerais,373,160751 hab.,"542,797km²","296,2hab./km²","0,774",https://pt.wikipedia.org/wiki/Pouso_Alegre
Poté,Minas Gerais,492,13666 hab.,"625,111km²","21,9hab./km²","0,642",https://pt.wikipedia.org/wiki/Pot%C3%A9
Porto Firme,Minas Gerais,207,10569 hab.,"284,777km²","37,1hab./km²","0,634",https://pt.wikipedia.org/wiki/Porto_Firme
Porteirinha,Minas Gerais,591,37950 hab.,"1749,683km²","21,7hab./km²","0,651",https://pt.wikipedia.org/wiki/Porteirinha
Ponto dos Volantes,Minas Gerais,590,12138 hab.,"1212,413km²",10hab./km²,"0,595",https://pt.wikipedia.org/wiki/Ponto_dos_Volantes
Ponto Chique,Minas Gerais,478,4259 hab.,"602,799km²","7,1hab./km²","0,606",https://pt.wikipedia.org/wiki/Ponto_Chique
Ponte Nova,Minas Gerais,180,59569 hab.,"470,643km²","126,6hab./km²","0,717",https://pt.wikipedia.org/wiki/Ponte_Nova
Pompéu,Minas Gerais,168,31812 hab.,"2551,074km²","12,5hab./km²","0,689",https://pt.wikipedia.org/wiki/Pomp%C3%A9u
Pocrane,Minas Gerais,394,8288 hab.,"691,066km²",12hab./km²,"0,626",https://pt.wikipedia.org/wiki/Pocrane
Poços de Caldas,Minas Gerais,461,163742 hab.,"547,059km²","299,3hab./km²","0,779",https://pt.wikipedia.org/wiki/Po%C3%A7os_de_Caldas
Poço Fundo,Minas Gerais,395,16841 hab.,"474,228km²","35,5hab./km²","0,691",https://pt.wikipedia.org/wiki/Po%C3%A7o_Fundo
Planura,Minas Gerais,585,12133 hab.,"317,992km²","38,2hab./km²","0,712",https://pt.wikipedia.org/wiki/Planura
Piumhi,Minas Gerais,265,37901 hab.,"902,468km²",42hab./km²,"0,737",https://pt.wikipedia.org/wiki/Piumhi
Pitangui,Minas Gerais,125,28433 hab.,"568,332km²",50hab./km²,"0,725",https://pt.wikipedia.org/wiki/Pitangui
Piraúba,Minas Gerais,262,11090 hab.,"144,289km²","76,9hab./km²","0,759",https://pt.wikipedia.org/wiki/Pira%C3%BAba
Pirapora,Minas Gerais,340,56428 hab.,"575,460km²","98,1hab./km²","0,731",https://pt.wikipedia.org/wiki/Pirapora
Pirapetinga,Minas Gerais,379,10772 hab.,"190,681km²","56,5hab./km²","0,759",https://pt.wikipedia.org/wiki/Pirapetinga
Piranguinho,Minas Gerais,436,9120 hab.,"124,803km²","73,1hab./km²","0,717",https://pt.wikipedia.org/wiki/Piranguinho
Piranguçu,Minas Gerais,458,6041 hab.,"203,619km²","29,7hab./km²","0,685",https://pt.wikipedia.org/wiki/Pirangu%C3%A7u
Piranga,Minas Gerais,169,17018 hab.,"658,812km²","25,8hab./km²","0,661",https://pt.wikipedia.org/wiki/Piranga
Pirajuba,Minas Gerais,567,6199 hab.,"331,793km²","18,7hab./km²",,https://pt.wikipedia.org/wiki/Pirajuba
Piracema,Minas Gerais,120,6406 hab.,"280,358km²","22,8hab./km²","0,71",https://pt.wikipedia.org/wiki/Piracema_(Minas_Gerais)
Pintópolis,Minas Gerais,615,7540 hab.,"1228,736km²","6,1hab./km²","0,594",https://pt.wikipedia.org/wiki/Pint%C3%B3polis
Pingo-d'Água,Minas Gerais,289,4894 hab.,"66,570km²","73,5hab./km²","0,619",https://pt.wikipedia.org/wiki/Pingo-d%27%C3%81gua
Pimenta,Minas Gerais,235,8563 hab.,"415,070km²","20,6hab./km²","0,768",https://pt.wikipedia.org/wiki/Pimenta_(Minas_Gerais)
Piedade dos Gerais,Minas Gerais,95,5019 hab.,"260,633km²","19,3hab./km²","0,694",https://pt.wikipedia.org/wiki/Piedade_dos_Gerais
Piedade de Ponte Nova,Minas Gerais,215,4063 hab.,"84,008km²","48,4hab./km²","0,674",https://pt.wikipedia.org/wiki/Piedade_de_Ponte_Nova
Piedade do Rio Grande,Minas Gerais,250,4709 hab.,"322,743km²","14,6hab./km²","0,688",https://pt.wikipedia.org/wiki/Piedade_do_Rio_Grande
Piedade de Caratinga,Minas Gerais,243,8426 hab.,"109,345km²","77,1hab./km²","0,612",https://pt.wikipedia.org/wiki/Piedade_de_Caratinga
Piau,Minas Gerais,258,2719 hab.,"192,196km²","14,1hab./km²","0,629",https://pt.wikipedia.org/wiki/Piau
Pescador,Minas Gerais,412,3570 hab.,"317,463km²","11,2hab./km²","0,679",https://pt.wikipedia.org/wiki/Pescador_(Minas_Gerais)
Periquito,Minas Gerais,270,6810 hab.,"228,907km²","29,8hab./km²","0,651",https://pt.wikipedia.org/wiki/Periquito_(Minas_Gerais)
Perdões,Minas Gerais,211,20140 hab.,"276,978km²","72,7hab./km²","0,784",https://pt.wikipedia.org/wiki/Perd%C3%B5es
Perdizes,Minas Gerais,353,17151 hab.,"2451,112km²",7hab./km²,"0,777",https://pt.wikipedia.org/wiki/Perdizes
Perdigão,Minas Gerais,150,12268 hab.,"249,322km²","49,2hab./km²","0,794",https://pt.wikipedia.org/wiki/Perdig%C3%A3o_(Minas_Gerais)
Pedro Leopoldo,Minas Gerais,46,62580 hab.,"292,831km²","213,7hab./km²","0,757",https://pt.wikipedia.org/wiki/Pedro_Leopoldo
Pedrinópolis,Minas Gerais,480,3490 hab.,"357,689km²","9,8hab./km²","0,729",https://pt.wikipedia.org/wiki/Pedrin%C3%B3polis
Pedras de Maria da Cruz,Minas Gerais,568,11084 hab.,"1520,086km²","7,3hab./km²","0,634",https://pt.wikipedia.org/wiki/Pedras_de_Maria_da_Cruz
Pedralva,Minas Gerais,443,10760 hab.,"217,989km²","49,4hab./km²","0,675",https://pt.wikipedia.org/wiki/Pedralva
Pedra Dourada,Minas Gerais,374,2187 hab.,"70,362km²","31,1hab./km²","0,71",https://pt.wikipedia.org/wiki/Pedra_Dourada
Pedra do Indaiá,Minas Gerais,173,3977 hab.,"349,092km²","11,4hab./km²","0,708",https://pt.wikipedia.org/wiki/Pedra_do_Indai%C3%A1
Pedra do Anta,Minas Gerais,230,3365 hab.,"163,788km²","20,5hab./km²","0,664",https://pt.wikipedia.org/wiki/Pedra_do_Anta
Pedra Bonita,Minas Gerais,300,7015 hab.,"163,504km²","42,9hab./km²","0,685",https://pt.wikipedia.org/wiki/Pedra_Bonita_(Minas_Gerais)
Pedra Azul,Minas Gerais,720,24748 hab.,"1594,651km²","15,5hab./km²","0,627",https://pt.wikipedia.org/wiki/Pedra_Azul
Peçanha,Minas Gerais,312,17446 hab.,"996,646km²","17,5hab./km²","0,627",https://pt.wikipedia.org/wiki/Pe%C3%A7anha
Pavão,Minas Gerais,533,8390 hab.,"601,190km²",14hab./km²,"0,667",https://pt.wikipedia.org/wiki/Pav%C3%A3o_(Minas_Gerais)
Paulistas,Minas Gerais,299,4389 hab.,"220,564km²","19,9hab./km²","0,625",https://pt.wikipedia.org/wiki/Paulistas_(Minas_Gerais)
Paula Cândido,Minas Gerais,254,8659 hab.,"268,740km²","32,2hab./km²","0,699",https://pt.wikipedia.org/wiki/Paula_C%C3%A2ndido
Patrocínio,Minas Gerais,393,89826 hab.,"2866,559km²","31,3hab./km²","0,729",https://pt.wikipedia.org/wiki/Patroc%C3%ADnio
Patrocínio do Muriaé,Minas Gerais,388,5576 hab.,"108,246km²","51,5hab./km²","0,682",https://pt.wikipedia.org/wiki/Patroc%C3%ADnio_do_Muria%C3%A9
Patis,Minas Gerais,"531,2","4,837 hab.","444,646km²",0hab./km²,"0,614",https://pt.wikipedia.org/wiki/Patis
Passos,Minas Gerais,352,111939 hab.,"1339,199km²","83,6hab./km²","0,756",https://pt.wikipedia.org/wiki/Passos_(Minas_Gerais)
Passabém,Minas Gerais,160,1600 hab.,"94,538km²","16,9hab./km²","0,694",https://pt.wikipedia.org/wiki/Passab%C3%A9m
Passa Vinte,Minas Gerais,390,2104 hab.,"245,649km²","8,6hab./km²","0,648",https://pt.wikipedia.org/wiki/Passa_Vinte
Passa Tempo,Minas Gerais,143,8473 hab.,"429,444km²","19,7hab./km²","0,769",https://pt.wikipedia.org/wiki/Passa_Tempo
Passa Quatro,Minas Gerais,432,16439 hab.,"277,221km²","59,3hab./km²","0,715",https://pt.wikipedia.org/wiki/Passa_Quatro
Paraopeba,Minas Gerais,100,22563 hab.,"625,053km²","36,1hab./km²","0,767",https://pt.wikipedia.org/wiki/Paraopeba
Patos de Minas,Minas Gerais,415,159235 hab.,"3190,456km²","49,9hab./km²","0,765",https://pt.wikipedia.org/wiki/Patos_de_Minas
Paraisópolis,Minas Gerais,420,20445 hab.,"331,238km²","61,7hab./km²","0,729",https://pt.wikipedia.org/wiki/Parais%C3%B3polis
Paraguaçu,Minas Gerais,347,21723 hab.,"424,296km²","51,2hab./km²","0,715",https://pt.wikipedia.org/wiki/Paragua%C3%A7u_(Minas_Gerais)
Paracatu,Minas Gerais,483,93862 hab.,"8229,595km²","11,4hab./km²","0,744",https://pt.wikipedia.org/wiki/Paracatu
Papagaios,Minas Gerais,144,14171 hab.,"552,776km²","25,6hab./km²","0,736",https://pt.wikipedia.org/wiki/Papagaios
Palmópolis,Minas Gerais,720,5196 hab.,"433,154km²",12hab./km²,"0,565",https://pt.wikipedia.org/wiki/Palm%C3%B3polis
Palma,Minas Gerais,368,6545 hab.,"317,983km²","20,6hab./km²","0,744",https://pt.wikipedia.org/wiki/Palma_(Minas_Gerais)
Paiva,Minas Gerais,228,1560 hab.,"58,313km²","26,8hab./km²","0,708",https://pt.wikipedia.org/wiki/Paiva
Pará de Minas,Minas Gerais,86,102033 hab.,551km²,"185,2hab./km²","0,725",https://pt.wikipedia.org/wiki/Par%C3%A1_de_Minas
Pains,Minas Gerais,217,8014 hab.,"418,043km²","19,2hab./km²","0,783",https://pt.wikipedia.org/wiki/Pains
Paineiras,Minas Gerais,254,4663 hab.,"637,751km²","7,3hab./km²","0,669",https://pt.wikipedia.org/wiki/Paineiras
Pai Pedro,Minas Gerais,621,5551 hab.,"785,106km²","7,1hab./km²","0,575",https://pt.wikipedia.org/wiki/Pai_Pedro
Padre Paraíso,Minas Gerais,560,17334 hab.,"544,375km²","31,8hab./km²","0,656",https://pt.wikipedia.org/wiki/Padre_Para%C3%ADso
Padre Carvalho,Minas Gerais,659,5058 hab.,"449,963km²","11,2hab./km²","0,618",https://pt.wikipedia.org/wiki/Padre_Carvalho
Ouro Verde de Minas,Minas Gerais,491,5757 hab.,"174,990km²","32,9hab./km²","0,615",https://pt.wikipedia.org/wiki/Ouro_Verde_de_Minas
Ouro Fino,Minas Gerais,459,33639 hab.,"533,795km²",63hab./km²,"0,722",https://pt.wikipedia.org/wiki/Ouro_Fino
Ouro Preto,Minas Gerais,96,74824 hab.,"1245,865km²","60,1hab./km²","0,741",https://pt.wikipedia.org/wiki/Ouro_Preto
Ouro Branco,Minas Gerais,100,38724 hab.,"258,726km²","149,7hab./km²","0,764",https://pt.wikipedia.org/wiki/Ouro_Branco_(Minas_Gerais)
Orizânia,Minas Gerais,306,7284 hab.,"121,550km²","59,9hab./km²","0,648",https://pt.wikipedia.org/wiki/Oriz%C3%A2nia
Oratórios,Minas Gerais,190,4486 hab.,"89,187km²","50,3hab./km²","0,663",https://pt.wikipedia.org/wiki/Orat%C3%B3rios
Onça de Pitangui,Minas Gerais,114,3192 hab.,"247,052km²","12,9hab./km²","0,758",https://pt.wikipedia.org/wiki/On%C3%A7a_de_Pitangui
