Name,State,Distance to the Capital (Km),Total Population,Total Area,Density,HDI,URL
Oliveira Fortes,Minas Gerais,242,2027 hab.,"110,850km²","18,3hab./km²","0,695",https://pt.wikipedia.org/wiki/Oliveira_Fortes
Oliveira,Minas Gerais,147,40552 hab.,"896,494km²","45,2hab./km²","0,770",https://pt.wikipedia.org/wiki/Oliveira_(Minas_Gerais)
Novo Cruzeiro,Minas Gerais,570,26975 hab.,"1700,601km²","15,9hab./km²","0,571",https://pt.wikipedia.org/wiki/Novo_Cruzeiro
Nova União,Minas Gerais,55,5725 hab.,"172,131km²","33,3hab./km²","0,662",https://pt.wikipedia.org/wiki/Nova_Uni%C3%A3o_(Minas_Gerais)
Nova Serrana,Minas Gerais,123,105552 hab.,"282,472km²","373,7hab./km²","0,715",https://pt.wikipedia.org/wiki/Nova_Serrana
Nova Resende,Minas Gerais,427,16832 hab.,"390,152km²","43,1hab./km²","0,671",https://pt.wikipedia.org/wiki/Nova_Resende
Nova Porteirinha,Minas Gerais,558,7398 hab.,"121,017km²","61,1hab./km²","0,685",https://pt.wikipedia.org/wiki/Nova_Porteirinha
Nova Ponte,Minas Gerais,472,14598 hab.,"1105,766km²","13,2hab./km²","0,803",https://pt.wikipedia.org/wiki/Nova_Ponte
Nova Módica,Minas Gerais,428,3663 hab.,"377,009km²","9,7hab./km²","0,659",https://pt.wikipedia.org/wiki/Nova_M%C3%B3dica
Nova Belém,Minas Gerais,490,3190 hab.,"146,775km²","21,7hab./km²","0,592",https://pt.wikipedia.org/wiki/Nova_Bel%C3%A9m
Nova Lima,Minas Gerais,18,119142 hab.,"429,313km²","277,5hab./km²","0,813",https://pt.wikipedia.org/wiki/Nova_Lima
Ninheira,Minas Gerais,783,10263 hab.,"1114,242km²","9,2hab./km²","0,556",https://pt.wikipedia.org/wiki/Ninheira
Nepomuceno,Minas Gerais,238,25018 hab.,"582,553km²","42,9hab./km²","0,747",https://pt.wikipedia.org/wiki/Nepomuceno
Nazareno,Minas Gerais,239,8179 hab.,"341,453km²",24hab./km²,"0,690",https://pt.wikipedia.org/wiki/Nazareno_(Minas_Gerais)
Natércia,Minas Gerais,387,4807 hab.,"190,422km²","25,2hab./km²","0,693",https://pt.wikipedia.org/wiki/Nat%C3%A9rcia_(Minas_Gerais)
Natalândia,Minas Gerais,588,3306 hab.,"471,355km²",7hab./km²,"0,722",https://pt.wikipedia.org/wiki/Natal%C3%A2ndia
Nova Era,Minas Gerais,137,17438 hab.,"361,926km²","48,2hab./km²","0,709",https://pt.wikipedia.org/wiki/Nova_Era_(Minas_Gerais)
Nanuque,Minas Gerais,605,40839 hab.,"1517,941km²","26,9hab./km²","0,701",https://pt.wikipedia.org/wiki/Nanuque
Muzambinho,Minas Gerais,447,21891 hab.,"409,948km²","53,4hab./km²","0,740",https://pt.wikipedia.org/wiki/Muzambinho
Nacip Raydan,Minas Gerais,317,3221 hab.,"228,587km²","14,1hab./km²","0,611",https://pt.wikipedia.org/wiki/Nacip_Raydan
Mutum,Minas Gerais,380,26979 hab.,"1250,824km²","21,6hab./km²","0,644",https://pt.wikipedia.org/wiki/Mutum_(Minas_Gerais)
Morro do Pilar,Minas Gerais,150,3133 hab.,"476,473km²","6,6hab./km²","0,682",https://pt.wikipedia.org/wiki/Morro_do_Pilar
Muriaé,Minas Gerais,322,108763 hab.,"841,693km²","129,2hab./km²","0,734",https://pt.wikipedia.org/wiki/Muria%C3%A9
Munhoz,Minas Gerais,490,6029 hab.,"190,563km²","31,6hab./km²","0,647",https://pt.wikipedia.org/wiki/Munhoz
Naque,Minas Gerais,256,6303 hab.,"127,173km²","49,6hab./km²","0,675",https://pt.wikipedia.org/wiki/Naque
Morro da Garça,Minas Gerais,210,2660 hab.,"414,009km²","6,4hab./km²","0,68",https://pt.wikipedia.org/wiki/Morro_da_Gar%C3%A7a
Morada Nova de Minas,Minas Gerais,280,9067 hab.,"2084,612km²","4,3hab./km²","0,696",https://pt.wikipedia.org/wiki/Morada_Nova_de_Minas
Montezuma,Minas Gerais,748,6888 hab.,"1133,739km²","6,1hab./km²","0,589",https://pt.wikipedia.org/wiki/Montezuma_(Minas_Gerais)
Monte Sião,Minas Gerais,470,21203 hab.,"290,201km²","73,1hab./km²","0,724",https://pt.wikipedia.org/wiki/Monte_Si%C3%A3o_(Minas_Gerais)
Monte Santo de Minas,Minas Gerais,495,21513 hab.,"590,896km²","36,4hab./km²","0,710",https://pt.wikipedia.org/wiki/Monte_Santo_de_Minas
Monte Formoso,Minas Gerais,608,4664 hab.,"383,821km²","12,2hab./km²","0,541",https://pt.wikipedia.org/wiki/Monte_Formoso
Montes Claros,Minas Gerais,422,414240 hab.,"3589,811km²","115,4hab./km²","0,770",https://pt.wikipedia.org/wiki/Montes_Claros
Monte Azul,Minas Gerais,668,20328 hab.,"991,568km²","20,5hab./km²","0,659",https://pt.wikipedia.org/wiki/Monte_Azul
Monte Alegre de Minas,Minas Gerais,601,20170 hab.,"2595,957km²","7,8hab./km²","0,674",https://pt.wikipedia.org/wiki/Monte_Alegre_de_Minas
Montalvânia,Minas Gerais,782,14160 hab.,"1503,755km²","9,4hab./km²","0,613",https://pt.wikipedia.org/wiki/Montalv%C3%A2nia
Monsenhor Paulo,Minas Gerais,217,8537 hab.,"216,460km²","39,4hab./km²","0,721",https://pt.wikipedia.org/wiki/Monsenhor_Paulo
Monjolos,Minas Gerais,256,2360 hab.,"652,106km²","3,6hab./km²","0,676",https://pt.wikipedia.org/wiki/Monjolos
Monte Carmelo,Minas Gerais,484,47809 hab.,"1343,035km²","35,6hab./km²","0,768",https://pt.wikipedia.org/wiki/Monte_Carmelo_(Minas_Gerais)
Monte Belo,Minas Gerais,408,13046 hab.,"421,283km²",31hab./km²,"0,688",https://pt.wikipedia.org/wiki/Monte_Belo
Moema,Minas Gerais,170,7028 hab.,"202,663km²","34,7hab./km²","0,773",https://pt.wikipedia.org/wiki/Moema
Miradouro,Minas Gerais,362,10754 hab.,"301,548km²","35,7hab./km²","0,698",https://pt.wikipedia.org/wiki/Miradouro_(Minas_Gerais)
Mirabela,Minas Gerais,"495,4","13,651 hab.","723,278km²",0hab./km²,"0,665",https://pt.wikipedia.org/wiki/Mirabela
Minduri,Minas Gerais,295,3840 hab.,"220,425km²","17,4hab./km²","0,658",https://pt.wikipedia.org/wiki/Minduri
Minas Novas,Minas Gerais,548,24405 hab.,"1812,398km²","13,5hab./km²","0,633",https://pt.wikipedia.org/wiki/Minas_Novas
Mesquita,Minas Gerais,285,5666 hab.,"274,938km²","20,6hab./km²","0,656",https://pt.wikipedia.org/wiki/Mesquita_(Minas_Gerais)
Mercês,Minas Gerais,228,10373 hab.,"348,271km²","29,8hab./km²","0,717",https://pt.wikipedia.org/wiki/Merc%C3%AAs_(Minas_Gerais)
Mendes Pimentel,Minas Gerais,390,6329 hab.,"303,412km²","20,9hab./km²","0,661",https://pt.wikipedia.org/wiki/Mendes_Pimentel
Medina,Minas Gerais,660,21409 hab.,"1439,982km²","14,9hab./km²","0,624",https://pt.wikipedia.org/wiki/Medina_(Minas_Gerais)
Medeiros,Minas Gerais,286,3444 hab.,"939,118km²","3,7hab./km²","0,792",https://pt.wikipedia.org/wiki/Medeiros
Matutina,Minas Gerais,306,3846 hab.,"260,957km²","14,7hab./km²","0,707",https://pt.wikipedia.org/wiki/Matutina
Matozinhos,Minas Gerais,47,37618 hab.,"252,908km²","148,7hab./km²","0,774",https://pt.wikipedia.org/wiki/Matozinhos
Mato Verde,Minas Gerais,639,12685 hab.,"474,446km²","26,7hab./km²","0,662",https://pt.wikipedia.org/wiki/Mato_Verde
Matipó,Minas Gerais,244,18604 hab.,"277,098km²","67,1hab./km²","0,683",https://pt.wikipedia.org/wiki/Matip%C3%B3
Matias Cardoso,Minas Gerais,683,8895 hab.,"1938,429km²","4,6hab./km²","0,602",https://pt.wikipedia.org/wiki/Matias_Cardoso
Matias Barbosa,Minas Gerais,295,13435 hab.,"156,728km²","85,7hab./km²","0,782",https://pt.wikipedia.org/wiki/Matias_Barbosa
Materlândia,Minas Gerais,300,3963 hab.,"280,530km²","14,1hab./km²","0,647",https://pt.wikipedia.org/wiki/Materl%C3%A2ndia
Mateus Leme,Minas Gerais,60,31364 hab.,"301,383km²","104,1hab./km²","0,704",https://pt.wikipedia.org/wiki/Mateus_Leme
Marmelópolis,Minas Gerais,427,3299 hab.,"107,902km²","30,6hab./km²","0,650",https://pt.wikipedia.org/wiki/Marmel%C3%B3polis
Mathias Lobato,Minas Gerais,351,3038 hab.,"170,882km²","17,8hab./km²","0,683",https://pt.wikipedia.org/wiki/Mathias_Lobato
Mata Verde,Minas Gerais,788,8526 hab.,"230,241km²",37hab./km²,"0,581",https://pt.wikipedia.org/wiki/Mata_Verde
Martins Soares,Minas Gerais,312,8725 hab.,"113,268km²",77hab./km²,"0,635",https://pt.wikipedia.org/wiki/Martins_Soares
Martinho Campos,Minas Gerais,197,14003 hab.,"1060,302km²","13,2hab./km²","0,748",https://pt.wikipedia.org/wiki/Martinho_Campos
Marliéria,Minas Gerais,194,4044 hab.,"545,813km²","7,4hab./km²","0,657",https://pt.wikipedia.org/wiki/Marli%C3%A9ria
Maripá de Minas,Minas Gerais,354,2788 hab.,"77,736km²","35,9hab./km²","0,749",https://pt.wikipedia.org/wiki/Marip%C3%A1_de_Minas
Mário Campos,Minas Gerais,38,13214 hab.,"35,155km²","375,9hab./km²","0,711",https://pt.wikipedia.org/wiki/M%C3%A1rio_Campos
Marilac,Minas Gerais,353,4224 hab.,"158,809km²","26,6hab./km²","0,648",https://pt.wikipedia.org/wiki/Marilac
Maria da Fé,Minas Gerais,432,14247 hab.,"202,898km²","70,2hab./km²","0,702",https://pt.wikipedia.org/wiki/Maria_da_F%C3%A9
Maravilhas,Minas Gerais,122,7333 hab.,"261,604km²",28hab./km²,"0,738",https://pt.wikipedia.org/wiki/Maravilhas
Mar de Espanha,Minas Gerais,358,12721 hab.,"372,108km²","34,2hab./km²","0,684",https://pt.wikipedia.org/wiki/Mar_de_Espanha
Mantena,Minas Gerais,460,27640 hab.,"685,208km²","40,3hab./km²","0,675",https://pt.wikipedia.org/wiki/Mantena
Mariana,Minas Gerais,110,61387 hab.,"1194,208km²","51,4hab./km²","0,742",https://pt.wikipedia.org/wiki/Mariana
Manhumirim,Minas Gerais,310,20610 hab.,"183,588km²","112,3hab./km²","0,732",https://pt.wikipedia.org/wiki/Manhumirim
Manhuaçu,Minas Gerais,290,96545 hab.,"628,318km²","153,7hab./km²","0,689",https://pt.wikipedia.org/wiki/Manhua%C3%A7u
Manga,Minas Gerais,709,18594 hab.,"1968,082km²","9,4hab./km²","0,603",https://pt.wikipedia.org/wiki/Manga_(Minas_Gerais)
Mamonas,Minas Gerais,686,6321 hab.,"290,283km²","21,8hab./km²","0,621",https://pt.wikipedia.org/wiki/Mamonas
Malacacheta,Minas Gerais,432,17516 hab.,"727,886km²","24,1hab./km²","0,618",https://pt.wikipedia.org/wiki/Malacacheta
Madre de Deus de Minas,Minas Gerais,233,5191 hab.,"492,909km²","10,5hab./km²","0,734",https://pt.wikipedia.org/wiki/Madre_de_Deus_de_Minas
Machado,Minas Gerais,381,37684 hab.,"585,958km²","64,3hab./km²","0,715",https://pt.wikipedia.org/wiki/Machado_(Minas_Gerais)
Machacalis,Minas Gerais,636,6974 hab.,"329,757km²","21,1hab./km²","0,637",https://pt.wikipedia.org/wiki/Machacalis
Luz,Minas Gerais,197,17875 hab.,"1171,670km²","15,3hab./km²","0,724",https://pt.wikipedia.org/wiki/Luz_(Minas_Gerais)
Luminárias,Minas Gerais,303,5586 hab.,"500,143km²","11,2hab./km²","0,763",https://pt.wikipedia.org/wiki/Lumin%C3%A1rias
Luislândia,Minas Gerais,548,6400 hab.,"424,748km²","15,1hab./km²","0,634",https://pt.wikipedia.org/wiki/Luisl%C3%A2ndia
Luisburgo,Minas Gerais,278,6956 hab.,"146,124km²","47,6hab./km²","0,701",https://pt.wikipedia.org/wiki/Luisburgo
Lontra,Minas Gerais,550,"8,790 hab.","257,220km²",0hab./km²,"0,646",https://pt.wikipedia.org/wiki/Lontra_(Minas_Gerais)
Leandro Ferreira,Minas Gerais,150,3205 hab.,"355,221km²",9hab./km²,"0,710",https://pt.wikipedia.org/wiki/Leandro_Ferreira
Lavras,Minas Gerais,237,109884 hab.,"564,495km²","194,7hab./km²","0,782",https://pt.wikipedia.org/wiki/Lavras
Lamim,Minas Gerais,150,3456 hab.,"118,160km²","29,2hab./km²","0,691",https://pt.wikipedia.org/wiki/Lamim
Laranjal,Minas Gerais,348,6465 hab.,"204,190km²","31,7hab./km²","0,769",https://pt.wikipedia.org/wiki/Laranjal_(Minas_Gerais)
Lambari,Minas Gerais,339,20950 hab.,"213,139km²","98,3hab./km²","0,711",https://pt.wikipedia.org/wiki/Lambari_(Minas_Gerais)
Lajinha,Minas Gerais,337,19923 hab.,"431,920km²","46,1hab./km²","0,694",https://pt.wikipedia.org/wiki/Lajinha
Lagoa Grande,Minas Gerais,507,9216 hab.,"1236,301km²","7,5hab./km²","0,679",https://pt.wikipedia.org/wiki/Lagoa_Grande_(Minas_Gerais)
Lagoa Santa,Minas Gerais,35,75145 hab.,"231,994km²","323,9hab./km²","0,783",https://pt.wikipedia.org/wiki/Lagoa_Santa_(Minas_Gerais)
Lassance,Minas Gerais,269,6490 hab.,"3213,578km²",2hab./km²,"0,681",https://pt.wikipedia.org/wiki/Lassance
Lagoa Formosa,Minas Gerais,377,18111 hab.,841km²,"21,5hab./km²","0,75",https://pt.wikipedia.org/wiki/Lagoa_Formosa
Juruaia,Minas Gerais,450,10795 hab.,"220,353km²",49hab./km²,"0,723",https://pt.wikipedia.org/wiki/Juruaia
Lagoa Dourada,Minas Gerais,146,12267 hab.,"479,573km²","25,6hab./km²","0,734",https://pt.wikipedia.org/wiki/Lagoa_Dourada
Lagoa dos Patos,Minas Gerais,406,3313 hab.,"599,449km²","5,5hab./km²","0,657",https://pt.wikipedia.org/wiki/Lagoa_dos_Patos_(Minas_Gerais)
Lagoa da Prata,Minas Gerais,202,51412 hab.,"439,984km²","116,8hab./km²","0,732",https://pt.wikipedia.org/wiki/Lagoa_da_Prata
Lagamar,Minas Gerais,476,7600 hab.,1474km²,"5,2hab./km²","0,718",https://pt.wikipedia.org/wiki/Lagamar
Ladainha,Minas Gerais,518,14383 hab.,"866,290km²","16,6hab./km²","0,541",https://pt.wikipedia.org/wiki/Ladainha
Juvenília,Minas Gerais,803,5708 hab.,"1076,889km²","5,3hab./km²","0,592",https://pt.wikipedia.org/wiki/Juven%C3%ADlia
Juramento,Minas Gerais,"428,5 km",3768 hab.,"432,009km²","8,7hab./km²","0,68",https://pt.wikipedia.org/wiki/Juramento_(Minas_Gerais)
Juatuba,Minas Gerais,39,30716 hab.,"99,543km²","308,6hab./km²","0,717",https://pt.wikipedia.org/wiki/Juatuba
Josenópolis,Minas Gerais,649,3630 hab.,"535,603km²","6,8hab./km²","0,61",https://pt.wikipedia.org/wiki/Josen%C3%B3polis
José Raydan,Minas Gerais,305,4268 hab.,"181,407km²","23,5hab./km²","0,625",https://pt.wikipedia.org/wiki/Jos%C3%A9_Raydan
José Gonçalves de Minas,Minas Gerais,529,3969 hab.,"382,863km²","10,4hab./km²","0,646",https://pt.wikipedia.org/wiki/Jos%C3%A9_Gon%C3%A7alves_de_Minas
Jordânia,Minas Gerais,819,10812 hab.,"549,209km²","19,7hab./km²","0,646",https://pt.wikipedia.org/wiki/Jord%C3%A2nia_(Minas_Gerais)
Joaquim Felício,Minas Gerais,292,4305 hab.,"790,935km²","5,4hab./km²","0,637",https://pt.wikipedia.org/wiki/Joaquim_Fel%C3%ADcio
João Pinheiro,Minas Gerais,380,47452 hab.,"10727,471km²","4,4hab./km²","0,697",https://pt.wikipedia.org/wiki/Jo%C3%A3o_Pinheiro
Juiz de Fora,Minas Gerais,283,565764 hab.,"1435,749km²","394,1hab./km²","0,778",https://pt.wikipedia.org/wiki/Juiz_de_Fora
Joanésia,Minas Gerais,270,4329 hab.,"233,292km²","18,6hab./km²","0,626",https://pt.wikipedia.org/wiki/Joan%C3%A9sia
Joaíma,Minas Gerais,700,15432 hab.,"1664,190km²","9,3hab./km²","0,587",https://pt.wikipedia.org/wiki/Joa%C3%ADma
Jesuânia,Minas Gerais,351,4774 hab.,"153,296km²","31,1hab./km²","0,658",https://pt.wikipedia.org/wiki/Jesu%C3%A2nia
Jequitinhonha,Minas Gerais,690,25560 hab.,"3514,216km²","7,3hab./km²","0,615",https://pt.wikipedia.org/wiki/Jequitinhonha
Jequitibá,Minas Gerais,112,5883 hab.,"445,030km²","13,2hab./km²","0,692",https://pt.wikipedia.org/wiki/Jequitib%C3%A1_(Minas_Gerais)
Jequitaí,Minas Gerais,400,8010 hab.,"1268,279km²","6,3hab./km²","0,705",https://pt.wikipedia.org/wiki/Jequita%C3%AD
Jequeri,Minas Gerais,220,12901 hab.,"547,817km²","23,5hab./km²","0,662",https://pt.wikipedia.org/wiki/Jequeri
João Monlevade,Minas Gerais,110,83360 hab.,"99,158km²","840,7hab./km²","0,758",https://pt.wikipedia.org/wiki/Jo%C3%A3o_Monlevade
Jenipapo de Minas,Minas Gerais,734,6100 hab.,"284,453km²","21,4hab./km²","0,624",https://pt.wikipedia.org/wiki/Jenipapo_de_Minas
Jeceaba,Minas Gerais,120,6197 hab.,"235,603km²","26,3hab./km²","0,732",https://pt.wikipedia.org/wiki/Jeceaba
Japonvar,Minas Gerais,535,8556 hab.,"376,371km²","22,7hab./km²","0,618",https://pt.wikipedia.org/wiki/Japonvar
Japaraíba,Minas Gerais,229,3950 hab.,"172,129km²","22,9hab./km²","0,721",https://pt.wikipedia.org/wiki/Japara%C3%ADba
Januária,Minas Gerais,603,67875 hab.,"6691,174km²","10,1hab./km²","0,699",https://pt.wikipedia.org/wiki/Janu%C3%A1ria
Janaúba,Minas Gerais,540,70699 hab.,"2181,319km²","32,4hab./km²","0,696",https://pt.wikipedia.org/wiki/Jana%C3%BAba
Jampruca,Minas Gerais,378,4296 hab.,"520,998km²","8,2hab./km²","0,598",https://pt.wikipedia.org/wiki/Jampruca
Itumirim,Minas Gerais,265,6139 hab.,"234,553km²","26,2hab./km²","0,76",https://pt.wikipedia.org/wiki/Itumirim
Jacuí,Minas Gerais,397,7809 hab.,"409,738km²","19,1hab./km²","0,668",https://pt.wikipedia.org/wiki/Jacu%C3%AD
Jacinto,Minas Gerais,768,11042 hab.,"1393,609km²","7,9hab./km²","0,620",https://pt.wikipedia.org/wiki/Jacinto_(Minas_Gerais)
Jaboticatubas,Minas Gerais,66,20683 hab.,"1114,972km²","18,6hab./km²","0,681",https://pt.wikipedia.org/wiki/Jaboticatubas
Itutinga,Minas Gerais,264,3809 hab.,"372,018km²","10,2hab./km²","0,727",https://pt.wikipedia.org/wiki/Itutinga
Iturama,Minas Gerais,750,"38,295 hab.","1401,236km²",0hab./km²,"0,747",https://pt.wikipedia.org/wiki/Iturama
Ituiutaba,Minas Gerais,685,106397 hab.,"2598,046km²",41hab./km²,"0,739",https://pt.wikipedia.org/wiki/Ituiutaba
Itueta,Minas Gerais,403,6039 hab.,"452,676km²","13,3hab./km²","0,635",https://pt.wikipedia.org/wiki/Itueta
Itinga,Minas Gerais,670,15022 hab.,"1649,622km²","9,1hab./km²","0,600",https://pt.wikipedia.org/wiki/Itinga
Itaverava,Minas Gerais,120,5642 hab.,"284,220km²","19,9hab./km²","0,627",https://pt.wikipedia.org/wiki/Itaverava
Itaú de Minas,Minas Gerais,363,16108 hab.,"153,421km²",105hab./km²,"0,776",https://pt.wikipedia.org/wiki/Ita%C3%BA_de_Minas
Itatiaiuçu,Minas Gerais,72,12966 hab.,"295,145km²","43,9hab./km²","0,727",https://pt.wikipedia.org/wiki/Itatiaiu%C3%A7u
Itapeva,Minas Gerais,458,8673 hab.,"177,992km²","48,7hab./km²","0,720",https://pt.wikipedia.org/wiki/Itapeva_(Minas_Gerais)
Itaúna,Minas Gerais,76,102500 hab.,"495,875km²","206,7hab./km²","0,758",https://pt.wikipedia.org/wiki/Ita%C3%BAna
Itambé do Mato Dentro,Minas Gerais,121,2142 hab.,"380,340km²","5,6hab./km²","0,674",https://pt.wikipedia.org/wiki/Itamb%C3%A9_do_Mato_Dentro
Itamonte,Minas Gerais,417,14276 hab.,"430,597km²","33,2hab./km²","0,705",https://pt.wikipedia.org/wiki/Itamonte
Itapagipe,Minas Gerais,681,"13,690. hab.","1802,438km²",0hab./km²,"0,788",https://pt.wikipedia.org/wiki/Itapagipe
Itapecerica,Minas Gerais,180,21046 hab.,"1040,519km²","20,2hab./km²","0,713",https://pt.wikipedia.org/wiki/Itapecerica_(Minas_Gerais)
Itanhandu,Minas Gerais,426,14183 hab.,"143,938km²","98,5hab./km²","0,739",https://pt.wikipedia.org/wiki/Itanhandu
Itaobim,Minas Gerais,620,19151 hab.,"679,024km²","28,2hab./km²","0,629",https://pt.wikipedia.org/wiki/Itaobim
Itamogi,Minas Gerais,432,10770 hab.,"243,714km²","44,2hab./km²","0,674",https://pt.wikipedia.org/wiki/Itamogi
Itanhomi,Minas Gerais,363,12228 hab.,"488,843km²",25hab./km²,"0,650",https://pt.wikipedia.org/wiki/Itanhomi
Itambacuri,Minas Gerais,420,23212 hab.,"1419,209km²","16,4hab./km²","0,634",https://pt.wikipedia.org/wiki/Itambacuri
Itamarati de Minas,Minas Gerais,308,3690 hab.,"94,568km²",39hab./km²,"0,688",https://pt.wikipedia.org/wiki/Itamarati_de_Minas
Itamarandiba,Minas Gerais,406,32948 hab.,"2735,573km²",12hab./km²,"0,646",https://pt.wikipedia.org/wiki/Itamarandiba
Itajubá,Minas Gerais,445,93073 hab.,"294,835km²","315,7hab./km²","0,787",https://pt.wikipedia.org/wiki/Itajub%C3%A1
Itaipé,Minas Gerais,530,10463 hab.,"480,931km²","21,8hab./km²","0,633",https://pt.wikipedia.org/wiki/Itaip%C3%A9
Itaguara,Minas Gerais,95,14325 hab.,"410,719km²","34,9hab./km²","0,691",https://pt.wikipedia.org/wiki/Itaguara
Itacarambi,Minas Gerais,660,17208 hab.,"1225,273km²",14hab./km²,"0,641",https://pt.wikipedia.org/wiki/Itacarambi
Itacambira,Minas Gerais,509,4982 hab.,"1788,052km²","2,8hab./km²","0,668",https://pt.wikipedia.org/wiki/Itacambira
Itabirinha,Minas Gerais,426,11446 hab.,"209,034km²","54,8hab./km²","0,653",https://pt.wikipedia.org/wiki/Itabirinha
Ipuiuna,Minas Gerais,430,9135 hab.,298km²,"30,7hab./km²","0,686",https://pt.wikipedia.org/wiki/Ipuiuna
Itabirito,Minas Gerais,57,53365 hab.,"544,027km²","98,1hab./km²","0,730",https://pt.wikipedia.org/wiki/Itabirito
Iraí de Minas,Minas Gerais,479,6464 hab.,"357,575km²","18,1hab./km²","0,758",https://pt.wikipedia.org/wiki/Ira%C3%AD_de_Minas
Ipiaçu,Minas Gerais,759,4225 hab.,"469,662km²",9hab./km²,"0,764",https://pt.wikipedia.org/wiki/Ipia%C3%A7u
Ipanema,Minas Gerais,350,19522 hab.,"456,641km²","42,8hab./km²","0,693",https://pt.wikipedia.org/wiki/Ipanema_(Minas_Gerais)
Itabira,Minas Gerais,111,113343 hab.,"1253,704km²","90,4hab./km²","0,756",https://pt.wikipedia.org/wiki/Itabira
Ipatinga,Minas Gerais,209,227731 hab.,"164,884km²","1381,2hab./km²","0,771",https://pt.wikipedia.org/wiki/Ipatinga
Inhaúma,Minas Gerais,90,5781 hab.,"244,349km²","23,7hab./km²","0,739",https://pt.wikipedia.org/wiki/Inha%C3%BAma
Ipaba,Minas Gerais,230,17136 hab.,"113,246km²","151,3hab./km²","0,665",https://pt.wikipedia.org/wiki/Ipaba
Indianópolis,Minas Gerais,540,6693 hab.,"833,870km²",8hab./km²,"0,674",https://pt.wikipedia.org/wiki/Indian%C3%B3polis_(Minas_Gerais)
Inhapim,Minas Gerais,280,22692 hab.,"858,024km²","26,4hab./km²","0,658",https://pt.wikipedia.org/wiki/Inhapim
Inimutaba,Minas Gerais,Belo Horizonte: 168,6729 hab.,"529,134km²","12,7hab./km²","0,691",https://pt.wikipedia.org/wiki/Inimutaba
Ingaí,Minas Gerais,230,2636 hab.,"305,005km²","8,6hab./km²","0,759",https://pt.wikipedia.org/wiki/Inga%C3%AD
Iguatama,Minas Gerais,258,7901 hab.,"627,819km²","12,6hab./km²","0,707",https://pt.wikipedia.org/wiki/Iguatama
Igaratinga,Minas Gerais,90,10286 hab.,"218,318km²","47,1hab./km²","0,739",https://pt.wikipedia.org/wiki/Igaratinga
Igarapé,Minas Gerais,48,45847 hab.,"110,942km²","413,3hab./km²","0,753",https://pt.wikipedia.org/wiki/Igarap%C3%A9_(Minas_Gerais)
Icaraí de Minas,Minas Gerais,583,"10,677 hab.","616,582km²",0hab./km²,"0,65",https://pt.wikipedia.org/wiki/Icara%C3%AD_de_Minas
Ibituruna,Minas Gerais,220,2698 hab.,"158,618km²",17hab./km²,"0,724",https://pt.wikipedia.org/wiki/Ibituruna
Ibiracatu,Minas Gerais,462,6155 hab.,"359,220km²","17,1hab./km²","0,615",https://pt.wikipedia.org/wiki/Ibiracatu
Ibiaí,Minas Gerais,,7839 hab.,"870,453km²",9hab./km²,"0,687",https://pt.wikipedia.org/wiki/Ibia%C3%AD
Ibiá,Minas Gerais,324,22229 hab.,"2704,132km²","8,2hab./km²","0,797",https://pt.wikipedia.org/wiki/Ibi%C3%A1
Ibertioga,Minas Gerais,218,5198 hab.,"353,506km²","14,7hab./km²","0,657",https://pt.wikipedia.org/wiki/Ibertioga
Iapu,Minas Gerais,252,12486 hab.,"340,579km²","36,7hab./km²","0,654",https://pt.wikipedia.org/wiki/Iapu
Heliodora,Minas Gerais,358,6120 hab.,"153,884km²","39,8hab./km²","0,657",https://pt.wikipedia.org/wiki/Heliodora
Gurinhatã,Minas Gerais,741,5577 hab.,"1844,347km²",3hab./km²,"0,758",https://pt.wikipedia.org/wiki/Gurinhat%C3%A3
Guiricema,Minas Gerais,285,8697 hab.,"294,417km²","29,5hab./km²","0,735",https://pt.wikipedia.org/wiki/Guiricema
Guimarânia,Minas Gerais,423,8478 hab.,"370,807km²","22,9hab./km²","0,776",https://pt.wikipedia.org/wiki/Guimar%C3%A2nia
Guidoval,Minas Gerais,298,7210 hab.,"158,975km²","45,4hab./km²","0,736",https://pt.wikipedia.org/wiki/Guidoval
Guaxupé,Minas Gerais,478,52234 hab.,"286,398km²","182,4hab./km²","0,751",https://pt.wikipedia.org/wiki/Guaxup%C3%A9
Guarda-Mor,Minas Gerais,551,6539 hab.,"2065,595km²","3,2hab./km²","0,690",https://pt.wikipedia.org/wiki/Guarda-Mor
Guarará,Minas Gerais,294,3929 hab.,"88,589km²","44,4hab./km²","0,75",https://pt.wikipedia.org/wiki/Guarar%C3%A1
Guarani,Minas Gerais,276,8688 hab.,"264,837km²","32,8hab./km²","0,759",https://pt.wikipedia.org/wiki/Guarani_(Minas_Gerais)
Guaranésia,Minas Gerais,457,19378 hab.,"294,007km²","65,9hab./km²","0,701",https://pt.wikipedia.org/wiki/Guaran%C3%A9sia
Gouveia,Minas Gerais,258,11331 hab.,"866,601km²","13,1hab./km²","0,681",https://pt.wikipedia.org/wiki/Gouveia_(Minas_Gerais)
Guapé,Minas Gerais,293,14258 hab.,"934,598km²","15,3hab./km²","0,679",https://pt.wikipedia.org/wiki/Guap%C3%A9
Guanhães,Minas Gerais,240,32244 hab.,"1075,124km²",30hab./km²,"0,686",https://pt.wikipedia.org/wiki/Guanh%C3%A3es
Guaraciaba,Minas Gerais,214,9753 hab.,"348,596km²",28hab./km²,"0,666",https://pt.wikipedia.org/wiki/Guaraciaba_(Minas_Gerais)
